Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
08-09-2017 00:00,car,EAST,WEST,21.5,63.2
08-09-2017 00:00,car,EAST,WEST,21.5,64.2
08-09-2017 00:00,car,WEST,EAST,21.5,61.2
08-09-2017 00:00,car,WEST,EAST,21.5,52.8
08-09-2017 00:00,car,NORTH,SOUTH,21.5,58.9
08-09-2017 00:00,car,NORTH,SOUTH,21.5,50.5
08-09-2017 00:00,car,SOUTH,NORTH,21.5,62.2
08-09-2017 00:00,car,EAST,WEST,21.5,63.8
08-09-2017 00:00,car,WEST,EAST,21.5,60.9
08-09-2017 00:01,car,NORTH,SOUTH,21.5,49.2
08-09-2017 00:01,car,SOUTH,NORTH,21.5,64.5
08-09-2017 00:01,car,EAST,WEST,21.5,70.8
08-09-2017 00:02,car,EAST,WEST,21.5,65.7
08-09-2017 00:02,car,EAST,WEST,21.5,54.5
08-09-2017 00:02,car,SOUTH,NORTH,21.5,55.8
08-09-2017 00:03,car,WEST,EAST,21.5,49.5
08-09-2017 00:03,car,SOUTH,NORTH,21.5,49.3
08-09-2017 00:03,car,SOUTH,NORTH,21.5,72.6
08-09-2017 00:03,bus,NORTH,SOUTH,21.5,38.5
08-09-2017 00:04,car,SOUTH,NORTH,21.5,59.6
08-09-2017 00:04,car,WEST,EAST,21.5,55.4
08-09-2017 00:04,car,WEST,EAST,21.5,29.8
08-09-2017 00:04,car,EAST,WEST,21.5,65.7
08-09-2017 00:05,car,WEST,EAST,21.5,55.9
08-09-2017 00:05,car,NORTH,SOUTH,21.5,73.9
08-09-2017 00:07,car,SOUTH,NORTH,21.5,53.2
08-09-2017 00:08,car,NORTH,SOUTH,21.5,64.4
08-09-2017 00:09,car,WEST,EAST,21.5,72
08-09-2017 00:10,car,NORTH,SOUTH,21.5,56.9
08-09-2017 00:12,car,EAST,WEST,21.5,59.8
08-09-2017 00:15,car,WEST,EAST,21.5,67
08-09-2017 00:16,car,NORTH,SOUTH,21.5,75.4
08-09-2017 00:20,car,EAST,WEST,21.5,54
08-09-2017 00:23,car,SOUTH,NORTH,21.5,55.6
08-09-2017 00:24,car,EAST,WEST,21.5,59.7
08-09-2017 00:25,car,SOUTH,NORTH,21.5,60.3
08-09-2017 00:26,car,NORTH,SOUTH,21.5,52.2
08-09-2017 00:26,car,EAST,WEST,21.5,52.8
08-09-2017 00:26,car,SOUTH,NORTH,21.5,65.8
08-09-2017 00:31,car,SOUTH,NORTH,21.5,54.9
08-09-2017 00:34,car,WEST,EAST,21.5,58.2
08-09-2017 00:34,car,EAST,WEST,21.5,62.2
08-09-2017 00:40,car,NORTH,SOUTH,21.5,53.6
08-09-2017 00:40,car,SOUTH,NORTH,21.5,60.3
08-09-2017 00:42,car,EAST,WEST,21.5,58.7
08-09-2017 00:44,car,NORTH,SOUTH,21.5,54.6
08-09-2017 01:00,car,NORTH,SOUTH,21.5,53.2
08-09-2017 01:00,car,NORTH,SOUTH,21.5,57.6
08-09-2017 01:00,car,SOUTH,NORTH,21.5,48.1
08-09-2017 01:00,car,SOUTH,NORTH,21.5,68.5
08-09-2017 01:00,car,NORTH,SOUTH,21.5,73
08-09-2017 01:00,car,EAST,WEST,21.5,56.6
08-09-2017 01:00,car,WEST,EAST,21.5,57.9
08-09-2017 01:00,car,SOUTH,NORTH,21.5,55.3
08-09-2017 01:00,car,NORTH,SOUTH,21.5,65.5
08-09-2017 01:00,car,WEST,EAST,21.5,73.7
08-09-2017 01:00,car,SOUTH,NORTH,21.5,67.3
08-09-2017 01:00,car,SOUTH,NORTH,21.5,84.6
08-09-2017 01:00,car,WEST,EAST,21.5,67.9
08-09-2017 01:00,car,EAST,WEST,21.5,68.5
08-09-2017 01:00,car,WEST,EAST,21.5,57.4
08-09-2017 01:00,car,EAST,WEST,21.5,52.8
08-09-2017 01:00,car,SOUTH,NORTH,21.5,60.3
08-09-2017 01:00,car,WEST,EAST,21.5,49.3
08-09-2017 01:00,car,EAST,WEST,21.5,67.2
08-09-2017 01:00,truck,WEST,EAST,21.5,38.6
08-09-2017 01:00,car,WEST,EAST,21.5,55.9
08-09-2017 01:01,car,WEST,EAST,21.5,70.2
08-09-2017 01:01,car,NORTH,SOUTH,21.5,69.1
08-09-2017 01:01,car,SOUTH,NORTH,21.5,67.8
08-09-2017 01:01,car,NORTH,SOUTH,21.5,55.5
08-09-2017 01:01,car,EAST,WEST,21.5,65
08-09-2017 01:01,car,SOUTH,NORTH,21.5,61.1
08-09-2017 01:01,car,WEST,EAST,21.5,51.1
08-09-2017 01:01,car,NORTH,SOUTH,21.5,71.4
08-09-2017 01:01,car,EAST,WEST,21.5,59.7
08-09-2017 01:01,car,EAST,WEST,21.5,54
08-09-2017 01:01,bus,SOUTH,NORTH,21.5,26.9
08-09-2017 01:01,car,SOUTH,NORTH,21.5,71
08-09-2017 01:01,car,SOUTH,NORTH,21.5,66.4
08-09-2017 01:01,car,NORTH,SOUTH,21.5,64.2
08-09-2017 01:02,car,SOUTH,NORTH,21.5,58.5
08-09-2017 01:02,car,EAST,WEST,21.5,61.8
08-09-2017 01:02,car,NORTH,SOUTH,21.5,49.1
08-09-2017 01:02,car,SOUTH,NORTH,21.5,60.4
08-09-2017 01:02,car,EAST,WEST,21.5,60.6
08-09-2017 01:03,truck,EAST,WEST,21.5,44.2
08-09-2017 01:03,car,NORTH,SOUTH,21.5,75.9
08-09-2017 01:03,car,EAST,WEST,21.5,56.1
08-09-2017 01:03,car,EAST,WEST,21.5,64.7
08-09-2017 01:03,car,NORTH,SOUTH,21.5,54
08-09-2017 01:04,car,SOUTH,NORTH,21.5,58.3
08-09-2017 01:04,car,SOUTH,NORTH,21.5,62.2
08-09-2017 01:04,car,NORTH,SOUTH,21.5,62.7
08-09-2017 01:04,car,WEST,EAST,21.5,58.5
08-09-2017 01:04,car,SOUTH,NORTH,21.5,56.5
08-09-2017 01:04,car,WEST,EAST,21.5,59.6
08-09-2017 01:04,car,WEST,EAST,21.5,48.4
08-09-2017 01:04,car,EAST,WEST,21.5,54.9
08-09-2017 01:04,car,EAST,WEST,21.5,70.3
08-09-2017 01:04,car,SOUTH,NORTH,21.5,72.1
08-09-2017 01:05,car,WEST,EAST,21.5,56.4
08-09-2017 01:05,car,NORTH,SOUTH,21.5,67.6
08-09-2017 01:05,car,WEST,EAST,21.5,58.5
08-09-2017 01:05,car,SOUTH,NORTH,21.5,48.9
08-09-2017 01:07,car,NORTH,SOUTH,21.5,62.1
08-09-2017 01:08,car,WEST,EAST,21.5,69
08-09-2017 01:09,car,WEST,EAST,21.5,63.5
08-09-2017 01:11,car,NORTH,SOUTH,21.5,54.2
08-09-2017 01:13,car,SOUTH,NORTH,21.5,69.4
08-09-2017 01:13,car,WEST,EAST,21.5,73.7
08-09-2017 01:14,car,NORTH,SOUTH,21.5,68.6
08-09-2017 01:14,car,EAST,WEST,21.5,54.8
08-09-2017 01:15,car,EAST,WEST,21.5,60.4
08-09-2017 01:17,car,NORTH,SOUTH,21.5,55.4
08-09-2017 01:18,car,NORTH,SOUTH,21.5,64.8
08-09-2017 01:18,car,SOUTH,NORTH,21.5,60.1
08-09-2017 01:19,car,SOUTH,NORTH,21.5,54.7
08-09-2017 01:20,car,EAST,WEST,21.5,72.3
08-09-2017 01:20,car,EAST,WEST,21.5,60.5
08-09-2017 01:20,truck,NORTH,SOUTH,21.5,41.5
08-09-2017 01:21,car,SOUTH,NORTH,21.5,61.2
08-09-2017 01:21,car,EAST,WEST,21.5,65.5
08-09-2017 01:22,car,NORTH,SOUTH,21.5,66.2
08-09-2017 01:23,car,WEST,EAST,21.5,61
08-09-2017 01:23,car,SOUTH,NORTH,21.5,64.5
08-09-2017 01:24,car,WEST,EAST,21.5,71.4
08-09-2017 01:24,car,EAST,WEST,21.5,64.1
08-09-2017 01:25,car,WEST,EAST,21.5,69.1
08-09-2017 01:25,car,WEST,EAST,21.5,56.7
08-09-2017 01:25,car,WEST,EAST,21.5,62.6
08-09-2017 01:25,car,WEST,EAST,21.5,75.9
08-09-2017 01:25,car,NORTH,SOUTH,21.5,69.5
08-09-2017 01:25,car,EAST,WEST,21.5,69.1
08-09-2017 01:25,truck,WEST,EAST,21.5,44.1
08-09-2017 01:26,car,WEST,EAST,21.5,60.1
08-09-2017 01:26,car,EAST,WEST,21.5,60.7
08-09-2017 01:26,car,EAST,WEST,21.5,64.1
08-09-2017 01:27,car,WEST,EAST,21.5,61.9
08-09-2017 01:30,car,NORTH,SOUTH,21.5,66.3
08-09-2017 01:30,truck,EAST,WEST,21.5,37.6
08-09-2017 01:30,car,SOUTH,NORTH,21.5,54.1
08-09-2017 01:30,car,WEST,EAST,21.5,60.1
08-09-2017 01:30,car,SOUTH,NORTH,21.5,57.6
08-09-2017 01:30,car,SOUTH,NORTH,21.5,64.6
08-09-2017 01:31,car,WEST,EAST,21.5,69.2
08-09-2017 01:32,car,SOUTH,NORTH,21.5,61
08-09-2017 01:32,car,SOUTH,NORTH,21.5,64.6
08-09-2017 01:32,car,NORTH,SOUTH,21.5,54.6
08-09-2017 01:32,car,EAST,WEST,21.5,73.2
08-09-2017 01:33,bus,WEST,EAST,21.5,39
08-09-2017 01:35,car,WEST,EAST,21.5,73.7
08-09-2017 01:35,truck,WEST,EAST,21.5,40.9
08-09-2017 01:37,car,SOUTH,NORTH,21.5,64.2
08-09-2017 01:37,car,SOUTH,NORTH,21.5,50.2
08-09-2017 01:37,car,WEST,EAST,21.5,69.2
08-09-2017 01:37,car,NORTH,SOUTH,21.5,56.2
08-09-2017 01:39,car,WEST,EAST,21.5,71.6
08-09-2017 01:39,car,WEST,EAST,21.5,60.4
08-09-2017 01:39,car,EAST,WEST,21.5,60.7
08-09-2017 01:39,car,SOUTH,NORTH,21.5,61.6
08-09-2017 01:39,car,EAST,WEST,21.5,64.5
08-09-2017 01:41,car,EAST,WEST,21.5,54
08-09-2017 01:41,car,EAST,WEST,21.5,58.7
08-09-2017 01:42,truck,NORTH,SOUTH,21.5,46.7
