Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
07-09-2017 00:00,car,SOUTH,NORTH,21.5,52.8
07-09-2017 00:00,car,WEST,EAST,21.5,68.5
07-09-2017 00:00,car,NORTH,SOUTH,21.5,56.3
07-09-2017 00:00,car,NORTH,SOUTH,21.5,60.7
07-09-2017 00:00,bus,EAST,WEST,21.5,33.2
07-09-2017 00:00,car,EAST,WEST,21.5,70
07-09-2017 00:00,car,NORTH,SOUTH,21.5,61
07-09-2017 00:00,car,NORTH,SOUTH,21.5,60.6
07-09-2017 00:00,car,WEST,EAST,21.5,66
07-09-2017 00:00,car,WEST,EAST,21.5,53.8
07-09-2017 00:00,car,EAST,WEST,21.5,53.6
07-09-2017 00:00,car,EAST,WEST,21.5,65.8
07-09-2017 00:00,car,EAST,WEST,21.5,71.1
07-09-2017 00:00,car,EAST,WEST,21.5,70.2
07-09-2017 00:00,car,WEST,EAST,21.5,55
07-09-2017 00:00,car,WEST,EAST,21.5,56.9
07-09-2017 00:00,car,WEST,EAST,21.5,66.3
07-09-2017 00:00,car,EAST,WEST,21.5,47.5
07-09-2017 00:00,car,SOUTH,NORTH,21.5,55.6
07-09-2017 00:00,car,SOUTH,NORTH,21.5,70.8
07-09-2017 00:00,car,WEST,EAST,21.5,59
07-09-2017 00:00,car,NORTH,SOUTH,21.5,59.2
07-09-2017 00:01,car,WEST,EAST,21.5,56.7
07-09-2017 00:01,car,WEST,EAST,21.5,70.8
07-09-2017 00:01,car,EAST,WEST,21.5,56.6
07-09-2017 00:01,car,WEST,EAST,21.5,64.1
07-09-2017 00:01,car,EAST,WEST,21.5,56.5
07-09-2017 00:01,car,NORTH,SOUTH,21.5,62
07-09-2017 00:01,car,EAST,WEST,21.5,49.9
07-09-2017 00:01,car,NORTH,SOUTH,21.5,54.2
07-09-2017 00:01,car,NORTH,SOUTH,21.5,76.6
07-09-2017 00:02,car,WEST,EAST,21.5,62.8
07-09-2017 00:02,car,NORTH,SOUTH,21.5,73.5
07-09-2017 00:02,car,WEST,EAST,21.5,56.8
07-09-2017 00:02,truck,NORTH,SOUTH,21.5,46.3
07-09-2017 00:02,car,EAST,WEST,21.5,59.3
07-09-2017 00:02,car,SOUTH,NORTH,21.5,61.5
07-09-2017 00:02,car,SOUTH,NORTH,21.5,62.1
07-09-2017 00:03,car,SOUTH,NORTH,21.5,69.6
07-09-2017 00:03,car,EAST,WEST,21.5,63.3
07-09-2017 00:03,car,SOUTH,NORTH,21.5,69
07-09-2017 00:03,car,WEST,EAST,21.5,56.2
07-09-2017 00:03,car,EAST,WEST,21.5,71.4
07-09-2017 00:03,car,NORTH,SOUTH,21.5,54
07-09-2017 00:04,car,EAST,WEST,21.5,53.6
07-09-2017 00:04,car,SOUTH,NORTH,21.5,62
07-09-2017 00:04,car,NORTH,SOUTH,21.5,70.1
07-09-2017 00:05,car,SOUTH,NORTH,21.5,61.6
07-09-2017 00:05,car,NORTH,SOUTH,21.5,62.7
07-09-2017 00:05,car,EAST,WEST,21.5,70
07-09-2017 00:06,car,WEST,EAST,21.5,54.8
07-09-2017 00:06,car,SOUTH,NORTH,21.5,60.5
07-09-2017 00:07,car,WEST,EAST,21.5,59.1
07-09-2017 00:09,car,EAST,WEST,21.5,59
07-09-2017 00:09,car,WEST,EAST,21.5,67.9
07-09-2017 00:10,car,NORTH,SOUTH,21.5,66
07-09-2017 00:11,truck,EAST,WEST,21.5,41.4
07-09-2017 00:12,car,NORTH,SOUTH,21.5,54.6
07-09-2017 00:13,car,WEST,EAST,21.5,59.2
07-09-2017 00:14,truck,SOUTH,NORTH,21.5,51.9
07-09-2017 00:16,car,NORTH,SOUTH,21.5,59.7
07-09-2017 00:17,car,SOUTH,NORTH,21.5,65.4
07-09-2017 00:17,car,WEST,EAST,21.5,66.5
07-09-2017 00:17,bus,NORTH,SOUTH,21.5,39.5
07-09-2017 00:18,car,SOUTH,NORTH,21.5,63.8
07-09-2017 00:18,car,WEST,EAST,21.5,52.3
07-09-2017 00:18,car,SOUTH,NORTH,21.5,67.9
07-09-2017 00:19,bus,WEST,EAST,21.5,44.6
07-09-2017 00:19,car,SOUTH,NORTH,21.5,58.5
07-09-2017 00:20,truck,WEST,EAST,21.5,47
07-09-2017 00:20,truck,NORTH,SOUTH,21.5,28.5
07-09-2017 00:21,car,SOUTH,NORTH,21.5,49.2
07-09-2017 00:21,car,NORTH,SOUTH,21.5,50.6
07-09-2017 00:21,car,EAST,WEST,21.5,69.2
07-09-2017 00:21,car,WEST,EAST,21.5,68.2
07-09-2017 00:22,car,EAST,WEST,21.5,75.7
07-09-2017 00:22,car,WEST,EAST,21.5,48.5
07-09-2017 00:23,car,SOUTH,NORTH,21.5,65.1
07-09-2017 00:23,truck,WEST,EAST,21.5,47.9
07-09-2017 00:23,car,NORTH,SOUTH,21.5,75.2
07-09-2017 00:23,car,EAST,WEST,21.5,58.6
07-09-2017 00:24,car,WEST,EAST,21.5,57.8
07-09-2017 00:25,car,WEST,EAST,21.5,69.6
07-09-2017 00:25,car,SOUTH,NORTH,21.5,63
07-09-2017 00:26,truck,NORTH,SOUTH,21.5,39.4
07-09-2017 00:26,car,NORTH,SOUTH,21.5,61.1
07-09-2017 00:26,car,NORTH,SOUTH,21.5,51.7
07-09-2017 00:28,car,NORTH,SOUTH,21.5,60.1
07-09-2017 00:28,car,NORTH,SOUTH,21.5,61.2
07-09-2017 00:29,car,WEST,EAST,21.5,68.3
07-09-2017 00:29,car,NORTH,SOUTH,21.5,67.5
07-09-2017 00:30,car,EAST,WEST,21.5,49.8
07-09-2017 00:30,car,EAST,WEST,21.5,75.9
07-09-2017 00:31,truck,SOUTH,NORTH,21.5,53.1
07-09-2017 00:32,car,EAST,WEST,21.5,54.3
07-09-2017 00:32,car,NORTH,SOUTH,21.5,52.7
07-09-2017 00:33,car,EAST,WEST,21.5,66.2
07-09-2017 00:34,car,WEST,EAST,21.5,76.8
07-09-2017 00:34,car,NORTH,SOUTH,21.5,61.5
07-09-2017 00:35,car,WEST,EAST,21.5,59.1
07-09-2017 00:35,car,SOUTH,NORTH,21.5,63.6
07-09-2017 00:36,car,SOUTH,NORTH,21.5,57.4
07-09-2017 00:36,car,SOUTH,NORTH,21.5,61.5
07-09-2017 00:37,car,EAST,WEST,21.5,58.9
07-09-2017 00:38,car,SOUTH,NORTH,21.5,67
07-09-2017 00:38,car,SOUTH,NORTH,21.5,60.5
07-09-2017 00:38,car,WEST,EAST,21.5,69.5
07-09-2017 00:38,car,EAST,WEST,21.5,67.9
07-09-2017 00:38,car,NORTH,SOUTH,21.5,48.4
07-09-2017 00:38,car,EAST,WEST,21.5,59.8
07-09-2017 00:40,car,NORTH,SOUTH,21.5,65
07-09-2017 00:41,car,NORTH,SOUTH,21.5,71.7
07-09-2017 00:41,car,WEST,EAST,21.5,60
07-09-2017 00:41,car,WEST,EAST,21.5,57.5
07-09-2017 00:41,car,EAST,WEST,21.5,59.6
07-09-2017 00:43,car,NORTH,SOUTH,21.5,66.2
07-09-2017 00:43,car,EAST,WEST,21.5,53.7
07-09-2017 00:43,car,EAST,WEST,21.5,71.9
07-09-2017 00:43,car,NORTH,SOUTH,21.5,72
07-09-2017 00:47,car,SOUTH,NORTH,21.5,53.3
07-09-2017 00:47,car,NORTH,SOUTH,21.5,69.8
07-09-2017 00:57,car,WEST,EAST,21.5,57
07-09-2017 00:59,truck,WEST,EAST,21.5,38.1
07-09-2017 00:59,car,WEST,EAST,21.5,58.6
07-09-2017 01:00,car,SOUTH,NORTH,21.5,68.3
07-09-2017 01:00,car,EAST,WEST,21.5,58
07-09-2017 01:00,car,EAST,WEST,21.5,61.3
07-09-2017 01:00,car,EAST,WEST,21.5,47
07-09-2017 01:00,car,EAST,WEST,21.5,57.7
07-09-2017 01:00,bus,SOUTH,NORTH,21.5,37.1
07-09-2017 01:00,car,NORTH,SOUTH,21.5,59.1
07-09-2017 01:01,car,NORTH,SOUTH,21.5,54.3
07-09-2017 01:01,car,NORTH,SOUTH,21.5,62.5
07-09-2017 01:01,car,EAST,WEST,21.5,63.1
07-09-2017 01:01,car,WEST,EAST,21.5,78.1
07-09-2017 01:02,car,SOUTH,NORTH,21.5,70.3
