Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
10-09-2017 00:00,car,WEST,EAST,21.5,50.9
10-09-2017 00:00,car,SOUTH,NORTH,21.5,52.7
10-09-2017 00:00,car,NORTH,SOUTH,21.5,57.8
10-09-2017 00:00,car,WEST,EAST,21.5,63.6
10-09-2017 00:00,car,EAST,WEST,21.5,55.8
10-09-2017 00:00,car,SOUTH,NORTH,21.5,60.9
10-09-2017 00:00,car,WEST,EAST,21.5,74.3
10-09-2017 00:01,car,EAST,WEST,21.5,61.4
10-09-2017 00:01,car,WEST,EAST,21.5,59.5
10-09-2017 00:01,car,WEST,EAST,21.5,65.5
10-09-2017 00:02,car,NORTH,SOUTH,21.5,50.3
10-09-2017 00:02,car,EAST,WEST,21.5,69.9
10-09-2017 00:02,car,EAST,WEST,21.5,63.2
10-09-2017 00:02,car,WEST,EAST,21.5,72.6
10-09-2017 00:03,car,NORTH,SOUTH,21.5,65.1
10-09-2017 00:05,car,WEST,EAST,21.5,60
10-09-2017 00:13,car,NORTH,SOUTH,21.5,47.9
10-09-2017 00:16,car,WEST,EAST,21.5,45.4
10-09-2017 00:16,car,NORTH,SOUTH,21.5,56
10-09-2017 00:22,car,NORTH,SOUTH,21.5,63.6
10-09-2017 00:22,car,SOUTH,NORTH,21.5,61.4
10-09-2017 00:24,car,SOUTH,NORTH,21.5,67.4
10-09-2017 00:25,car,SOUTH,NORTH,21.5,51
10-09-2017 00:29,car,EAST,WEST,21.5,65.6
10-09-2017 00:33,truck,NORTH,SOUTH,21.5,45.4
10-09-2017 00:35,car,EAST,WEST,21.5,64.2
10-09-2017 00:35,car,EAST,WEST,21.5,50.4
10-09-2017 00:36,car,WEST,EAST,21.5,57.4
10-09-2017 00:37,bus,WEST,EAST,21.5,35.4
10-09-2017 00:37,car,SOUTH,NORTH,21.5,35.3
10-09-2017 00:38,car,NORTH,SOUTH,21.5,50
10-09-2017 00:38,car,SOUTH,NORTH,21.5,62.6
10-09-2017 00:40,car,WEST,EAST,21.5,64
10-09-2017 00:56,bus,SOUTH,NORTH,21.5,43.5
10-09-2017 00:57,car,SOUTH,NORTH,21.5,66.6
10-09-2017 01:00,car,WEST,EAST,21.5,78.4
10-09-2017 01:00,car,WEST,EAST,21.5,58
10-09-2017 01:00,car,WEST,EAST,21.5,67.9
10-09-2017 01:00,car,EAST,WEST,21.5,73
10-09-2017 01:01,car,SOUTH,NORTH,21.5,63.8
10-09-2017 01:01,car,WEST,EAST,21.5,62.5
10-09-2017 01:01,car,WEST,EAST,21.5,58.3
10-09-2017 01:02,truck,SOUTH,NORTH,21.5,49.4
10-09-2017 01:02,car,WEST,EAST,21.5,68.9
10-09-2017 01:03,car,WEST,EAST,21.5,69.4
