Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
05-09-2017 00:00,car,NORTH,SOUTH,21.5,61.2
05-09-2017 00:00,car,SOUTH,NORTH,21.5,63.6
05-09-2017 00:00,car,NORTH,SOUTH,21.5,58.4
05-09-2017 00:00,car,NORTH,SOUTH,21.5,58.4
05-09-2017 00:00,car,WEST,EAST,21.5,58.8
05-09-2017 00:00,car,EAST,WEST,21.5,50.1
05-09-2017 00:00,car,EAST,WEST,21.5,66.4
05-09-2017 00:00,car,NORTH,SOUTH,21.5,56.4
05-09-2017 00:00,bus,SOUTH,NORTH,21.5,33.3
05-09-2017 00:00,car,EAST,WEST,21.5,60.5
05-09-2017 00:00,truck,NORTH,SOUTH,21.5,45.9
05-09-2017 00:00,car,NORTH,SOUTH,21.5,56.2
05-09-2017 00:00,car,WEST,EAST,21.5,65.6
05-09-2017 00:00,car,SOUTH,NORTH,21.5,63.7
05-09-2017 00:00,car,SOUTH,NORTH,21.5,61
05-09-2017 00:00,car,WEST,EAST,21.5,80.1
05-09-2017 00:01,car,EAST,WEST,21.5,54.1
05-09-2017 00:01,car,SOUTH,NORTH,21.5,59.9
05-09-2017 00:01,car,SOUTH,NORTH,21.5,64.3
05-09-2017 00:01,car,SOUTH,NORTH,21.5,51.1
05-09-2017 00:01,truck,NORTH,SOUTH,21.5,28.9
05-09-2017 00:01,car,WEST,EAST,21.5,70.7
05-09-2017 00:01,car,EAST,WEST,21.5,50.3
05-09-2017 00:01,car,WEST,EAST,21.5,50.7
05-09-2017 00:01,car,SOUTH,NORTH,21.5,69.4
05-09-2017 00:01,car,NORTH,SOUTH,21.5,64.3
05-09-2017 00:01,car,WEST,EAST,21.5,57.2
05-09-2017 00:01,car,NORTH,SOUTH,21.5,53
05-09-2017 00:02,bus,SOUTH,NORTH,21.5,35.5
05-09-2017 00:02,car,NORTH,SOUTH,21.5,62
05-09-2017 00:02,truck,SOUTH,NORTH,21.5,48.9
05-09-2017 00:02,car,SOUTH,NORTH,21.5,51.9
05-09-2017 00:02,car,WEST,EAST,21.5,56.4
05-09-2017 00:02,car,SOUTH,NORTH,21.5,60.2
05-09-2017 00:03,car,SOUTH,NORTH,21.5,61.7
05-09-2017 00:03,car,EAST,WEST,21.5,52.4
05-09-2017 00:03,car,WEST,EAST,21.5,69.5
05-09-2017 00:03,truck,WEST,EAST,21.5,42.2
05-09-2017 00:03,car,EAST,WEST,21.5,69.8
05-09-2017 00:04,car,EAST,WEST,21.5,64.3
05-09-2017 00:04,car,NORTH,SOUTH,21.5,59.9
05-09-2017 00:04,car,WEST,EAST,21.5,63.8
05-09-2017 00:05,car,EAST,WEST,21.5,62.2
05-09-2017 00:07,car,SOUTH,NORTH,21.5,59.6
05-09-2017 00:07,car,EAST,WEST,21.5,69.4
05-09-2017 00:09,car,SOUTH,NORTH,21.5,64.7
05-09-2017 00:10,car,NORTH,SOUTH,21.5,58.2
05-09-2017 00:11,car,SOUTH,NORTH,21.5,67.2
05-09-2017 00:11,car,EAST,WEST,21.5,64.8
05-09-2017 00:13,car,WEST,EAST,21.5,50.1
05-09-2017 00:18,car,NORTH,SOUTH,21.5,56.6
05-09-2017 00:19,car,EAST,WEST,21.5,62
05-09-2017 00:20,car,WEST,EAST,21.5,57.3
05-09-2017 00:20,car,SOUTH,NORTH,21.5,44.6
05-09-2017 00:20,car,NORTH,SOUTH,21.5,58.8
05-09-2017 00:22,car,NORTH,SOUTH,21.5,61.1
05-09-2017 00:22,car,NORTH,SOUTH,21.5,61.5
05-09-2017 00:22,car,EAST,WEST,21.5,51.8
05-09-2017 00:22,car,SOUTH,NORTH,21.5,64.4
05-09-2017 00:24,car,SOUTH,NORTH,21.5,50.7
05-09-2017 00:24,car,NORTH,SOUTH,21.5,64.3
05-09-2017 00:25,car,EAST,WEST,21.5,58.4
05-09-2017 00:25,car,SOUTH,NORTH,21.5,64
05-09-2017 00:25,car,WEST,EAST,21.5,60.6
05-09-2017 00:26,car,NORTH,SOUTH,21.5,74.5
05-09-2017 00:26,car,EAST,WEST,21.5,53.4
05-09-2017 00:26,bus,EAST,WEST,21.5,37.5
05-09-2017 00:26,car,NORTH,SOUTH,21.5,64.2
05-09-2017 00:27,car,SOUTH,NORTH,21.5,61.2
05-09-2017 00:27,car,WEST,EAST,21.5,60.3
05-09-2017 00:27,car,EAST,WEST,21.5,65
05-09-2017 00:27,car,EAST,WEST,21.5,56.2
05-09-2017 00:28,car,SOUTH,NORTH,21.5,55.4
05-09-2017 00:29,car,SOUTH,NORTH,21.5,56.3
05-09-2017 00:29,car,EAST,WEST,21.5,46.3
05-09-2017 00:29,car,SOUTH,NORTH,21.5,64.3
05-09-2017 00:29,truck,EAST,WEST,21.5,46.6
05-09-2017 00:30,car,SOUTH,NORTH,21.5,63.1
05-09-2017 00:30,car,SOUTH,NORTH,21.5,59.4
05-09-2017 00:31,car,NORTH,SOUTH,21.5,83.3
05-09-2017 00:31,car,WEST,EAST,21.5,69.9
05-09-2017 00:31,car,WEST,EAST,21.5,69.9
05-09-2017 00:31,car,NORTH,SOUTH,21.5,77
05-09-2017 00:31,car,WEST,EAST,21.5,65.8
05-09-2017 00:31,car,SOUTH,NORTH,21.5,65.8
05-09-2017 00:32,car,WEST,EAST,21.5,71
05-09-2017 00:32,car,NORTH,SOUTH,21.5,64.1
05-09-2017 00:33,car,EAST,WEST,21.5,73.4
05-09-2017 00:33,car,WEST,EAST,21.5,53.2
05-09-2017 00:33,car,EAST,WEST,21.5,55.7
05-09-2017 00:36,car,SOUTH,NORTH,21.5,72.9
05-09-2017 00:36,car,NORTH,SOUTH,21.5,69.2
05-09-2017 00:39,car,WEST,EAST,21.5,55.8
05-09-2017 00:39,car,SOUTH,NORTH,21.5,61.4
05-09-2017 00:39,car,NORTH,SOUTH,21.5,55.4
05-09-2017 00:40,car,WEST,EAST,21.5,57.1
05-09-2017 00:48,car,NORTH,SOUTH,21.5,58.6
05-09-2017 00:50,car,WEST,EAST,21.5,78.4
05-09-2017 00:52,car,NORTH,SOUTH,21.5,72.9
05-09-2017 00:59,car,WEST,EAST,21.5,76.4
05-09-2017 00:59,truck,SOUTH,NORTH,21.5,40.3
05-09-2017 01:00,car,SOUTH,NORTH,21.5,66.6
05-09-2017 01:00,car,SOUTH,NORTH,21.5,82.5
05-09-2017 01:00,car,SOUTH,NORTH,21.5,56.6
05-09-2017 01:00,car,SOUTH,NORTH,21.5,65.3
05-09-2017 01:00,car,EAST,WEST,21.5,66.8
05-09-2017 01:00,car,WEST,EAST,21.5,53.6
05-09-2017 01:00,car,EAST,WEST,21.5,67
05-09-2017 01:00,car,SOUTH,NORTH,21.5,64
05-09-2017 01:00,car,WEST,EAST,21.5,66.3
05-09-2017 01:00,car,EAST,WEST,21.5,63
05-09-2017 01:00,car,EAST,WEST,21.5,64.3
05-09-2017 01:01,truck,EAST,WEST,21.5,37.5
05-09-2017 01:01,car,WEST,EAST,21.5,63.7
05-09-2017 01:01,car,EAST,WEST,21.5,64.3
05-09-2017 01:01,car,NORTH,SOUTH,21.5,50.6
05-09-2017 01:01,car,NORTH,SOUTH,21.5,57.5
05-09-2017 01:02,car,SOUTH,NORTH,21.5,62.7
05-09-2017 01:02,car,WEST,EAST,21.5,73.3
05-09-2017 01:02,car,SOUTH,NORTH,21.5,71.4
05-09-2017 01:02,car,EAST,WEST,21.5,75.3
05-09-2017 01:03,car,SOUTH,NORTH,21.5,53.7
05-09-2017 01:03,car,SOUTH,NORTH,21.5,60.7
05-09-2017 01:03,car,WEST,EAST,21.5,51.6
05-09-2017 01:03,car,NORTH,SOUTH,21.5,57.4
05-09-2017 01:04,car,WEST,EAST,21.5,61.8
05-09-2017 01:04,car,EAST,WEST,21.5,62.3
05-09-2017 01:04,car,WEST,EAST,21.5,61.4
05-09-2017 01:04,car,NORTH,SOUTH,21.5,66.5
05-09-2017 01:04,truck,SOUTH,NORTH,21.5,42.2
05-09-2017 01:05,truck,NORTH,SOUTH,21.5,29.2
05-09-2017 01:06,car,NORTH,SOUTH,21.5,74.7
05-09-2017 01:06,car,EAST,WEST,21.5,66.8
05-09-2017 01:07,car,EAST,WEST,21.5,70.2
05-09-2017 01:09,car,EAST,WEST,21.5,67
05-09-2017 01:10,car,WEST,EAST,21.5,55.2
05-09-2017 01:11,car,NORTH,SOUTH,21.5,53.3
05-09-2017 01:11,car,SOUTH,NORTH,21.5,51.3
05-09-2017 01:11,truck,EAST,WEST,21.5,38.6
05-09-2017 01:13,car,NORTH,SOUTH,21.5,64.1
05-09-2017 01:18,car,WEST,EAST,21.5,55.9
05-09-2017 01:19,car,EAST,WEST,21.5,64.2
05-09-2017 01:19,car,NORTH,SOUTH,21.5,66.2
05-09-2017 01:21,car,SOUTH,NORTH,21.5,66
05-09-2017 01:22,car,SOUTH,NORTH,21.5,56.5
05-09-2017 01:22,car,NORTH,SOUTH,21.5,64.2
05-09-2017 01:22,car,SOUTH,NORTH,21.5,53.3
05-09-2017 01:23,car,SOUTH,NORTH,21.5,66.9
05-09-2017 01:23,car,EAST,WEST,21.5,67
05-09-2017 01:24,car,EAST,WEST,21.5,65.7
05-09-2017 01:25,bus,SOUTH,NORTH,21.5,44.1
05-09-2017 01:27,car,EAST,WEST,21.5,62.5
05-09-2017 01:28,car,SOUTH,NORTH,21.5,59.4
05-09-2017 01:29,car,WEST,EAST,21.5,61.8
05-09-2017 01:30,car,NORTH,SOUTH,21.5,72.8
05-09-2017 01:32,car,SOUTH,NORTH,21.5,57
05-09-2017 01:33,car,WEST,EAST,21.5,60.2
05-09-2017 01:33,car,WEST,EAST,21.5,61.6
